Ward ID,Ward/Office,Council Member,Journal Date,Vendor,Expense Type,Description,Account,Amount
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Baileys,,Us Consol Discussion -Mar 17,Business Meetings,26.22
14,Elmwood - East Kildonan,Thomas Steen,30/05/2014,Bell Expressvu,,Chalmers Community Club -Mar 02,Contrib-Donations,46.39
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Bernstein S Deli,,Ward Business -Mar 11,Business Meetings,19.71
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Birchwood Honda We,,Councillor Reimbursed Ci-Mar 24,Miscellaneous Expense,68.26
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Bliss Bakery,,First Nation Tour Meetin-Feb 14,Travel-City Business,25.15
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Budget Rent A Car,,Car Rental - West Bank F-Feb 16,Travel-City Business,187.27
0,Mayor's Office,Sam Katz,30/05/2014,Cdn Assoc Bengurio,Mayor's Expenses, Sponsorship - Ben Gurio-Apr24,Protocol,360.00
4,Daniel McIntyre,Harvey Smith,30/05/2014,Cdn Centre For Pol,,Membership -Feb 20,Periodicals and Subscriptions,35.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Cdn Tire Store #00,,Neighbourhood Spring Cle-Apr 12,Ward Activities,150.77
10,St. Norbert,Justin Swandel,30/05/2014,Chamberlyns Restau,,Ward Projects -Mar 06,Business Meetings,40.59
14,Elmwood - East Kildonan,Thomas Steen,30/05/2014,Charleerestaurant,,Civic Issue -Mar 12,Business Meetings,28.27
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Cibo,,City Business -Feb 04,Business Meetings,40.59
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Cibo,,Ward Business -Feb 28,Business Meetings,47.04
0,Mayor's Office,Sam Katz,30/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Blue Cross Vision Costs- March 2014,Vision Care,80.00
0,Mayor's Office,Sam Katz,30/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Dental Admin Costs & Gst March 2014,Dental Plan,12.11
0,Mayor's Office,Sam Katz,30/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Dental Costs March 2014,Dental Plan,269.18
0,Mayor's Office,Sam Katz,30/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Metered Postage May 2014,Postage,119.85
0,Mayor's Office,Sam Katz,30/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Vision Admin Costs & Gst - April 2014,Vision Care,21.00
0,Mayor's Office,Sam Katz,30/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Vision Admin Costs & Gst - March 2014,Vision Care,4.80
11,St. Vital,Brian Mayes,30/05/2014,City of Winnipeg - Journal Entry,,2014 French Translation - May,Ward Activities,18.75
3,Point Douglas,Mike Pagtakhan,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,42.90
4,Daniel McIntyre,Harvey Smith,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,3.05
5,St. James - Brooklands,Scott Fielding,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,35.25
8,River Heights - Fort Garry,John Orlikow,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,336.75
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,3.85
12,St. Boniface,Daniel Vandal,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,0.75
13,Transcona,Russ Wyatt,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,9.85
14,Elmwood - East Kildonan,Thomas Steen,30/05/2014,City of Winnipeg - Journal Entry,,Metered Postage May 2014,Postage,0.75
10,St. Norbert,Justin Swandel,30/05/2014,Confusion Corner B,,Recreation Complex -Apr 17,Business Meetings,58.76
0,Mayor's Office,Sam Katz,30/05/2014,Corporate Express,Mayor's Expenses, Office Supplies-Apr12,Stationery and Office Supplies,36.29
2,Mynarski,Ross Eadie,30/05/2014,Corporate Express,,Cllr Eadie - Sharpies -May 02,Stationery and Office Supplies,11.44
11,St. Vital,Brian Mayes,30/05/2014,Corporate Express,,"Cllr Mayes - Folders, Fi-Apr 29",Stationery and Office Supplies,59.18
8,River Heights - Fort Garry,John Orlikow,30/05/2014,Corporate Express,,Cllr Orlikow - Labels -Apr 12,Stationery and Office Supplies,36.28
8,River Heights - Fort Garry,John Orlikow,30/05/2014,Corporate Express,,Cllr Orlikow - Labels-Apr 22,Stationery and Office Supplies,12.92
10,St. Norbert,Justin Swandel,30/05/2014,Corporate Express,,Envelopes -Apr 11,Stationery and Office Supplies,6.57
10,St. Norbert,Justin Swandel,30/05/2014,Corporate Express,,Envelopes -Apr 25,Stationery and Office Supplies,3.28
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Ctc*Constantcontac,,Email Newsletter Service-Apr 30,Periodicals and Subscriptions,61.89
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Ctc*Constantcontac,,Email Newsletter Service-Feb 28,Periodicals and Subscriptions,39.99
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Ctc*Constantcontac,,Email Newsletter Service-Mar 30,Periodicals and Subscriptions,39.70
10,St. Norbert,Justin Swandel,30/05/2014,Cystic Fibrosis Ca,,Great Strides Walk -May 01,Contrib-Donations,250.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Deluca Specialty F,,Charleswood Historical S-Mar 15,Business Meetings,68.44
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Digitalnewspaper,,Councillor Reimbursed Ci-Feb 15,Miscellaneous Expense,2.09
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Digitalnewspaper,,Councillor Reimbursed Ci-Mar 15,Miscellaneous Expense,2.09
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Dropbox,,File Storage -Apr 10,Stationery and Office Supplies,110.82
10,St. Norbert,Justin Swandel,30/05/2014,Earl S St. Vital,,Development Issues -Apr 03,Business Meetings,47.80
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Eb *Collaborating,,Registration - Collabora-Mar 01,Conferences,106.49
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Frenchway On Lilac,,Ward Business -Mar 22,Business Meetings,15.45
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Ginza Japanese Res,,First Nation Tour Meetin-Feb 14,Travel-City Business,27.20
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Grace Cafe,,City Business -Feb 24,Business Meetings,3.24
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Grace Cafe,,Riverview Discussion -Mar 04,Business Meetings,8.12
3,Point Douglas,Mike Pagtakhan,30/05/2014,Hermanos Restauran,,Exchange District Neighb-Mar 25,Business Meetings,42.80
10,St. Norbert,Justin Swandel,30/05/2014,Hotel Fort Garry,,Development Issues -Mar 17,Business Meetings,47.58
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Hotel Fort Garry,,In The Mood Gala -Feb 22,Parking Meter/Voucher,7.62
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Hotel Fort Garry,,Ward Issue -Feb 10,Business Meetings,11.72
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Hub International,,Car Rental - West Bank F-Feb 12,Travel-City Business,31.00
0,Mayor's Office,Sam Katz,30/05/2014,Impark Canada Auto,Mayor's Expenses, Monthly Parking-May02,Parking Space Rental,1013.95
3,Point Douglas,Mike Pagtakhan,30/05/2014,Impark00050104a,,Exchange District Planni-Mar 21,Parking Meter/Voucher,13.33
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Impark00050120a,,Manitoba Opera Fundraise-Mar 08,Parking Meter/Voucher,4.76
10,St. Norbert,Justin Swandel,30/05/2014,Joey Kenaston,,Bridgewater Forest Assoc-Apr 10,Business Meetings,44.11
10,St. Norbert,Justin Swandel,30/05/2014,Juvenile Diabetes,,Fund A Cure -Apr 26,"Luncheons, Receptions & Events",250.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Kum Koon Garden,,Ward Business -Mar 24,Business Meetings,36.42
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,La Grotta Mediterr,,Charleswood Historical S-Feb 18,Ward Activities,22.00
3,Point Douglas,Mike Pagtakhan,30/05/2014,Logan Corner Resta,,Career Fair -Mar 20,Business Meetings,21.32
2,Mynarski,Ross Eadie,30/05/2014,Lynda.Com,,Monthly Online Training -Apr 20,Periodicals and Subscriptions,28.25
0,Mayor's Office,Sam Katz,30/05/2014,Manitoba Centennia,Mayor's Expenses, Monthly Parking-May01,Parking Space Rental,225.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Manitoba Centennia,,Home Internet -May 01,Internet Access,196.80
1,Old Kildonan,Devi Sharma,30/05/2014,Manitoba Hydro,,Manitoba Hydro,"Heat-Gas,Oil,Steam & Electric",191.03
0,Mayor's Office,Sam Katz,30/05/2014,Manitoba Magazine,Mayor's Expenses, Sponsorship - The Winni-Apr09,Protocol,275.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Manitoba Telecom S,,Home Internet -Apr 03,Internet Access,58.32
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Manitoba Telecom S,,Home Internet -Feb 04,Internet Access,57.24
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Manitoba Telecom S,,Home Internet -Mar 06,Internet Access,57.24
0,Mayor's Office,Sam Katz,30/05/2014,Manitoba Theatre C,Mayor's Expenses, Sponsorship Royal Manit-Apr29,Protocol,200.00
2,Mynarski,Ross Eadie,30/05/2014,Neechi Foods Commo,,Indegenous Family Cenre -Apr 16,Contrib-Donations,50.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,News Cafe,,Councillor Reimbursed Ci-Feb 07,Miscellaneous Expense,7.91
4,Daniel McIntyre,Harvey Smith,30/05/2014,Newspaperarchive C,,Monthly Subscription -Feb 28,Periodicals and Subscriptions,11.37
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Newspaperarchive C,,Newspaper Archive -Apr 12,Periodicals and Subscriptions,126.03
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Newspaperarchive C,,Newspaper Archive -Apr 14,Periodicals and Subscriptions,-120.40
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Newspaperarchive C,,Newspaper Archive -Mar 26,Periodicals and Subscriptions,105.18
3,Point Douglas,Mike Pagtakhan,30/05/2014,Pampanga Restauran,,Roosevelt Park Consultat-Mar 14,Business Meetings,24.12
3,Point Douglas,Mike Pagtakhan,30/05/2014,Pampanga Restauran,,Westland Foundation -Mar 10,Business Meetings,14.48
2,Mynarski,Ross Eadie,30/05/2014,Planners Plus Inc.,,Keeping The Fires Burnin-Apr 14,"Luncheons, Receptions & Events",125.00
3,Point Douglas,Mike Pagtakhan,30/05/2014,Play-All Awards In,,Ikaw Basketball Tourname-Mar 05,Contrib-Donations,47.47
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Promenade Cafe And,,City Business -Feb 05,Business Meetings,18.93
0,Mayor's Office,Sam Katz,30/05/2014,Rae & Jerry S Stea,Mayor's Expenses, Business Dinner-Apr10,"Luncheons, Receptions & Events",93.71
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Rae & Jerry S Stea,,Heritage Winnipeg Board -Feb 12,Business Meetings,40.21
4,Daniel McIntyre,Harvey Smith,30/05/2014,Register.Com*1255a,,Website Monthly Fee -Feb 20,Periodicals and Subscriptions,32.96
0,Mayor's Office,Sam Katz,30/05/2014,Rene S Courier,Mayor's Expenses, Courier Charges-Apr24,Freight and Messenger Services,31.50
0,Mayor's Office,Sam Katz,30/05/2014,Rene S Courier,Mayor's Expenses,Courier For Protocol-Apr25,Protocol,17.20
14,Elmwood - East Kildonan,Thomas Steen,30/05/2014,River City Sports,,Concordia Foundation-Mar 18,Contrib-Donations,70.19
14,Elmwood - East Kildonan,Thomas Steen,30/05/2014,River City Sports,,Inventory For Future Don-Mar 18,Contrib-Donations,84.23
14,Elmwood - East Kildonan,Thomas Steen,30/05/2014,River City Sports,,Juvenile Diabetes Resear-Mar 18,Contrib-Donations,70.19
14,Elmwood - East Kildonan,Thomas Steen,30/05/2014,River City Sports,,Royal Canadian Air Cadet-Mar 18,Contrib-Donations,70.19
4,Daniel McIntyre,Harvey Smith,30/05/2014,Rogers *657833042,,Wireless Service -Feb 27,Telephone,40.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Rogers *695411470,,Wireless Service -Feb 07,Telephone-Cellular,16.20
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Rogers *695411470,,Wireless Service -Mar 10,Telephone-Cellular,16.20
10,St. Norbert,Justin Swandel,30/05/2014,Salisbury House #1,,Development Issues -Apr 28,Business Meetings,19.04
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Shaing-Bo Chinese,,Ward Business -Mar 26,Business Meetings,45.25
3,Point Douglas,Mike Pagtakhan,30/05/2014,Shaw Cablesystems,,Home Internet-Mar 21,Internet Access,117.62
3,Point Douglas,Mike Pagtakhan,30/05/2014,Shaw Cablesystems,,Home Phone-Mar 21,Telephone,39.04
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Shell,,Councillor Reimbursed Ci-Mar 20,Miscellaneous Expense,10.00
2,Mynarski,Ross Eadie,30/05/2014,Siloam Mission Inc,,Breakfast Fundraiser -Apr 24,"Luncheons, Receptions & Events",40.00
10,St. Norbert,Justin Swandel,30/05/2014,St. Norbert Hotel,,Ward Issues -Apr 03,Business Meetings,25.48
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Staples# 327,,Usb Car Charger -Feb 14,Telephone,16.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Staplesstore #58,,"Ink Cartridges, Pencils,-Mar 18",Stationery and Office Supplies,102.64
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Starbucks #04444#,,Ward Business -Feb 27,Business Meetings,4.21
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Starbucks #04487#,,Councillor Reimbursed Ci-Feb 07,Miscellaneous Expense,4.29
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Starbucks #04896#,,School Program -Feb 24,Business Meetings,4.21
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Starbucks #04985#,,Councillor Reimbursed Ci-Feb 07,Miscellaneous Expense,4.41
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Subway #13062,,Ward Issues -Mar 20,Business Meetings,14.15
10,St. Norbert,Justin Swandel,30/05/2014,Sun Fortune Restau,,Ward Issues -Mar 14,Business Meetings,48.11
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Tall Grass Prairie,,Charleswood Senior Discu-Feb 05,Business Meetings,19.82
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Tall Grass Prairie,,Tuxedo Open House -Mar 19,Business Meetings,22.47
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/05/2014,Tasf   6000542,,Staff Airfare - 2014 Fcm-Feb 24,Travel-City Business,35.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,The Assiniboia Cha,,Monthly Chamber Luncheon-Feb 20,"Luncheons, Receptions & Events",30.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,The Globe And Mail,,Monthly Subscription -Feb 17,Periodicals and Subscriptions,43.19
4,Daniel McIntyre,Harvey Smith,30/05/2014,The Globe And Mail,,Monthly Subscription -Feb 24,Periodicals and Subscriptions,19.99
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,The Globe And Mail,,Monthly Subscription -Mar 17,Periodicals and Subscriptions,42.99
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,The Round Table,,City Issues -Feb 19,Business Meetings,66.08
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,The Upsstore 357,,Councillor Reimbursed Ci-Feb 12,Miscellaneous Expense,62.36
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Unicitytaxi Ltd,,Transp - West Bank First-Feb 17,Travel-City Business,14.29
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Wasabi Sabi,,Ward Business -Mar 21,Business Meetings,100.56
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Westjet 838219603,,Airfare - West Bank Firs-Feb 10,Travel-City Business,658.25
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Westjet 838219603,,Councillor Reimbursed Ci-Feb 10,Miscellaneous Expense,691.16
0,Mayor's Office,Sam Katz,30/05/2014,Willow Lane Flower,Mayor's Expenses, Sympathy Basket-Apr25,Protocol,89.40
10,St. Norbert,Justin Swandel,30/05/2014,Winnipeg Chamber O,,Bold Conference Registra-Apr 16,Conferences,75.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Winnipeg Chamber O,,State Of The City Addres-Mar 06,"Luncheons, Receptions & Events",215.00
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,Winnipeg Conventio,,Wso Gala -Feb 25,Parking Meter/Voucher,7.62
10,St. Norbert,Justin Swandel,30/05/2014,Winnipeg Outdoor Marketing Group Inc,,Recycle Box,Advertising,195.00
3,Point Douglas,Mike Pagtakhan,30/05/2014,Winnipeg Park 06/0,,Philippine Basketball As-Mar 10,Parking Meter/Voucher,1.19
3,Point Douglas,Mike Pagtakhan,30/05/2014,Winnipeg Park 07/0,,Westland Foundation -Mar 10,Parking Meter/Voucher,3.86
3,Point Douglas,Mike Pagtakhan,30/05/2014,Winnipeg Park 24/0,,Exchange Biz Board Meeti-Mar 27,Parking Meter/Voucher,3.10
3,Point Douglas,Mike Pagtakhan,30/05/2014,Winnipeg Park 25/0,,Bacoor Board Meeting -Mar 26,Parking Meter/Voucher,2.62
3,Point Douglas,Mike Pagtakhan,30/05/2014,Winnipeg Park 27/0,,Stanley Knowles Playgrou-Mar 31,Parking Meter/Voucher,2.86
3,Point Douglas,Mike Pagtakhan,30/05/2014,Wpg Fp Circulation,,Monthly Subscription -Mar 17,Periodicals and Subscriptions,28.54
7,Charleswood - Tuxedo,Paula Havixbeck,30/05/2014,X Cues Billiards A,,Ward Issues -Feb 11,Business Meetings,5.50
0,Mayor's Office,Sam Katz,31/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Dental Admin Cost & Gst - April 2014,Dental Plan,21.07
0,Mayor's Office,Sam Katz,31/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Dental Costs  - April 2014,Dental Plan,468.30
0,Mayor's Office,Sam Katz,31/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,May 2014 Xerox Charges,"Printing,Binding,Photocopying",0.28
0,Mayor's Office,Sam Katz,31/05/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Vision Costs - April 2014,Vision Care,350.00
5,St. James - Brooklands,Scott Fielding,31/05/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-11-14,Non-Professional Services,-54.93
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/05/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-11-14,Non-Professional Services,-105.54
14,Elmwood - East Kildonan,Thomas Steen,31/05/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-11-14,Non-Professional Services,54.93
15,North Kildonan,Jeff Browaty,31/05/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-11-14,Non-Professional Services,105.54
0,Mayor's Office,Sam Katz,31/05/2014,City of Winnipeg - Payroll,Mayor's Expenses,Salary & Benefits,Payroll,31288.80
1,Old Kildonan,Devi Sharma,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1313.58
2,Mynarski,Ross Eadie,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1811.47
3,Point Douglas,Mike Pagtakhan,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1928.95
4,Daniel McIntyre,Harvey Smith,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2268.37
5,St. James - Brooklands,Scott Fielding,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2019.20
6,St. Charles,Grant Nordman,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2388.11
7,Charleswood - Tuxedo,Paula Havixbeck,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1650.09
8,River Heights - Fort Garry,John Orlikow,31/05/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2246.75
